region,council,ward,schoolName,regNumber,ownership,Agriculture_form3Students,agriculture_form3Books,basicMath_form3Students,bmath_form3Books,biology_form3Students,biology_form3Books,bkeeping_form3Students,bkeeping_form3Books,chemistry_form3Students,chemistry_form3Books,civics_form3Students,civics_form3Books,commerce_form3Students,commerce_form3Books,english_form3Students,english_form3Books,geography_form3Students,geography_form3Books,history_form3Students,history_form3Books,kiswahili_form3Students,kiswahili_form3Books,physics_form3Students,physics_form3Books
Shinyanga,Kahama TC,Mhongolo,JOHN PAUL II KAHAMA,S.243,Non-Government,0,0,89,90,89,81,18,15,70,40,89,60,18,21,89,80,89,56,89,80,89,74,51,50
Shinyanga,Kahama TC,Mhongolo,MHONGOLO PROGRESSIVE,S.1146,Non-Government,0,0,40,6,40,30,0,0,26,9,40,30,0,0,40,50,40,30,40,9,40,40,26,15
Shinyanga,Kahama TC,Mhongolo,NYASHIMBI,S.3552,Government,0,0,537,109,537,69,0,0,158,25,537,53,0,0,537,91,537,98,537,98,537,175,77,36
Shinyanga,Kahama TC,Mhongolo,SISTER IRENE,S.3778,Non-Government,0,0,31,5,31,6,13,5,12,5,31,9,8,5,31,28,31,6,31,8,31,12,12,20
Shinyanga,Kahama TC,Mhungula,NYIHOGO,S.3550,Government,0,0,352,56,352,50,0,0,162,20,352,1,0,0,352,51,352,87,352,42,352,38,78,25
Shinyanga,Kahama TC,Mhungula,RWEPA'S,S.1675,Non-Government,0,0,30,20,30,29,8,5,19,27,30,40,8,12,30,90,30,42,30,40,30,90,14,25
Shinyanga,Kahama TC,Mhungula,VAILETH,S.4887,Non-Government,0,0,45,3,45,3,0,0,45,3,45,3,0,0,45,10,45,3,45,3,45,10,42,2
Shinyanga,Kahama TC,Mondo,BUGISHA,S.2626,Government,0,0,117,48,117,43,0,0,32,48,117,67,0,0,117,101,117,88,117,77,117,25,25,34
Shinyanga,Kahama TC,Mondo,GOOD HOPE,S.5145,Non-Government,0,0,33,3,33,3,0,0,33,4,33,3,0,0,33,40,33,6,33,2,33,30,33,5
Shinyanga,Kahama TC,Mwendakulima,ANDERLEK RIDGES,S.2645,Non-Government,0,0,192,411,192,329,83,64,141,165,192,292,41,112,192,526,192,412,192,365,192,424,135,165
Shinyanga,Kahama TC,Mwendakulima,KWEMA MORDEN,S.4584,Non-Government,0,0,169,70,169,60,33,30,98,70,169,60,33,30,169,198,169,96,169,80,169,88,98,80
Shinyanga,Kahama TC,Mwendakulima,MWENDAKULIMA,S.3546,Government,0,0,230,112,230,60,0,0,103,54,230,110,0,0,230,102,230,72,230,80,230,131,103,81
Shinyanga,Kahama TC,Mwendakulima,QUEEN OF FAMILY GIRLS',S.2684,Non-Government,0,0,92,50,92,50,0,0,92,50,92,50,0,0,92,50,92,50,92,50,92,50,92,50
Shinyanga,Kahama TC,Ngogwa,NGOGWA,S.3227,Government,0,0,95,68,95,60,0,0,35,22,95,9,0,0,95,91,95,83,95,20,95,6,35,38
Shinyanga,Kahama TC,Nyahanga,GWAMIYE,S.5875,Non-Government,0,0,18,5,18,5,0,0,18,5,18,5,0,0,18,5,18,5,18,5,18,5,18,5
Shinyanga,Kahama TC,Nyahanga,MOUNT MORIE,S.4664,Non-Government,0,0,74,39,74,37,15,5,50,26,74,30,21,8,74,80,74,20,74,30,74,100,31,20
Shinyanga,Kahama TC,Nyandekwa,NYANDEKWA,S.3547,Government,0,0,96,7,96,4,0,0,28,0,96,2,0,0,96,22,96,1,96,1,96,29,16,1
Shinyanga,Kahama TC,Nyasubi,NYASUBI,S.3554,Government,0,0,263,187,263,152,0,0,75,110,263,40,0,0,263,314,263,166,263,125,263,223,75,120
Shinyanga,Kahama TC,Nyihogo,OASIS,S.4511,Non-Government,8,0,8,8,8,9,8,4,8,10,8,12,8,4,8,18,8,8,8,10,8,10,8,10
Shinyanga,Kahama TC,Zongomera,ISUNUKA,S.4621,Government,0,0,98,25,98,21,0,0,24,17,98,11,0,0,98,26,98,25,98,27,98,17,19,13
Shinyanga,Kahama TC,Zongomera,KABELA GOLD,S.5397,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinyanga,Kahama TC,Zongomera,SEEKE,S.1681,Government,0,0,188,0,188,0,0,0,60,0,188,0,0,0,188,0,188,0,188,0,188,0,49,0
Shinyanga,Kahama TC,Zongomera,WIGEHE,S.241,Non-Government,8,1,12,9,12,4,0,0,8,12,12,6,0,0,12,9,12,6,12,9,12,6,8,13
Shinyanga,Kishapu,Bubiki,BUBIKI,S.2283,Government,0,0,148,80,148,20,0,0,73,20,148,2,0,0,148,10,148,30,148,40,148,3,46,30
Shinyanga,Kishapu,Bubiki,NG'WANIMA,S.5363,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinyanga,Kishapu,Bunambiyu,BUNAMBIYU,S.2729,Government,0,0,115,54,115,23,0,0,115,26,115,4,0,0,115,74,115,44,115,24,115,24,33,8
Shinyanga,Kishapu,Idukilo,IDUKILO,S.2731,Government,0,0,129,19,129,5,0,0,19,4,129,0,0,0,129,0,129,11,129,3,129,0,6,2
Shinyanga,Kishapu,Itilima,BUSIYA,S.2734,Government,0,0,118,7,118,10,0,0,57,4,118,1,0,0,118,11,118,3,118,2,118,2,19,2
Shinyanga,Kishapu,Kiloleli,KILOLELI,S.2733,Government,0,0,72,17,72,3,0,0,15,1,72,1,0,0,72,30,72,19,72,20,72,0,15,2
Shinyanga,Kishapu,Kishapu,KISHAPU,S.1192,Government,0,0,82,0,82,10,44,10,38,0,82,1,44,10,82,5,82,0,82,0,82,0,38,5
Shinyanga,Kishapu,Lagana,MWAMADULU,S.2730,Government,0,0,91,0,91,0,0,0,91,0,91,0,0,0,91,0,91,0,91,0,91,0,91,0
Shinyanga,Kishapu,Maganzo,MAGANZO,S.2736,Government,0,0,209,88,209,18,0,0,73,33,209,2,0,0,209,92,209,25,209,32,209,2,26,38
Shinyanga,Kishapu,Masanga,BULEKELA,S.2740,Government,0,0,82,72,82,50,0,0,45,29,82,16,0,0,82,110,82,96,82,74,82,3,19,30
Shinyanga,Kishapu,Mondo,MWIGUMBI,S.2975,Government,0,0,93,4,93,10,28,1,24,6,93,1,28,1,93,46,93,10,93,10,93,6,24,9
Shinyanga,Kishapu,Mondo,WISHITELEJA,S.2739,Government,0,0,62,20,62,9,0,0,25,5,62,2,0,0,62,27,62,19,62,11,62,13,25,20
Shinyanga,Kishapu,Mwadui Lohumbo,KISHAPU GIRL'S,S.5364,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinyanga,Kishapu,Mwadui Lohumbo,MWADUI UFUNDI,S.746,Government,0,0,210,52,210,37,0,0,111,35,210,14,0,0,210,114,210,70,210,67,210,59,0,33
Shinyanga,Kishapu,Mwadui Lohumbo,MWADUI,S.147,Non-Government,0,3,96,50,96,82,14,50,45,50,96,80,14,50,96,80,96,80,96,90,96,80,45,80
Shinyanga,Kishapu,Mwadui Lohumbo,SHINYANGA,S.99,Government,0,0,112,126,112,35,0,0,97,97,112,5,0,0,112,43,112,53,112,53,112,5,97,25
Shinyanga,Kishapu,Mwakipoya,MWAKIPOYA,S.2732,Government,0,0,47,14,47,17,0,0,15,34,47,5,0,0,47,21,47,22,47,10,47,5,9,9
Shinyanga,Kishapu,Mwamalasa,MWAMALASA,S.1305,Government,0,0,90,0,90,0,0,0,42,0,90,0,0,0,90,0,90,0,90,0,90,0,32,0
Shinyanga,Kishapu,Mwamashele,MWAMASHELE,S.2281,Government,0,0,59,110,59,50,0,0,38,80,59,18,0,0,59,205,59,40,59,50,59,40,38,78
Shinyanga,Kishapu,Mwataga,MWATAGA,S.2741,Government,0,0,69,57,69,49,0,0,69,25,69,2,0,0,69,48,69,28,69,27,69,3,69,2
Shinyanga,Kishapu,Ngofila,NGOFILA,S.2728,Government,0,0,98,38,98,20,0,0,98,6,98,0,0,0,98,165,98,21,98,15,98,1,98,7
Shinyanga,Kishapu,Seke Bugoro,MIPA,S.985,Government,0,0,105,13,105,10,0,0,41,12,105,3,0,0,105,106,105,20,105,24,105,111,29,10
Shinyanga,Kishapu,Shagihilu,MANGU,S.1412,Government,0,0,113,66,113,40,0,0,31,38,113,22,0,0,113,68,113,61,113,36,113,49,16,34
Shinyanga,Kishapu,Somagedi,SOMAGEDI,S.2735,Government,0,0,49,32,49,28,0,0,49,28,49,1,0,0,49,33,49,7,49,6,49,9,49,22
Shinyanga,Kishapu,Songwa,SONGWA,S.2738,Government,0,0,87,22,87,11,0,0,15,6,87,2,0,0,87,28,87,26,87,17,87,3,15,10
Shinyanga,Kishapu,Talaga,TALAGA,S.2737,Government,0,0,81,24,81,41,0,0,14,3,81,4,0,0,81,37,81,37,81,38,81,8,14,4
Shinyanga,Kishapu,Uchunga,IGAGA,S.2974,Government,0,0,86,0,86,6,0,0,15,1,86,0,0,0,86,25,86,7,86,25,86,0,15,1
Shinyanga,Kishapu,Uchunga,UCHUNGA,S.2973,Government,0,0,92,25,92,21,0,0,19,21,92,1,0,0,92,10,92,32,92,32,92,5,13,11
Shinyanga,Kishapu,Ukenyenge,KANAWA,S.318,Non-Government,0,0,58,30,58,47,22,15,57,30,58,29,23,10,58,40,58,38,58,22,58,41,57,40
Shinyanga,Kishapu,Ukenyenge,UKENYENGE,S.2282,Government,0,0,150,90,150,72,19,1,48,40,150,1,19,1,150,17,150,40,150,80,150,24,25,51
Shinyanga,Msalala,Bugarama,BUGARAMA,S.1697,Government,0,0,376,38,376,42,0,0,124,14,376,40,0,0,376,19,376,17,376,106,376,26,93,9
Shinyanga,Msalala,Bulige,BULIGE,S.2631,Government,0,0,198,53,198,25,0,0,57,30,198,6,0,0,198,140,198,5,198,31,198,73,57,21
Shinyanga,Msalala,Bulyan'hulu,BULYANHULU,S.3687,Government,0,0,396,68,396,10,0,0,66,12,396,10,0,0,396,8,396,20,396,98,396,3,100,14
Shinyanga,Msalala,Busangi,BUSANGI,S.1036,Government,0,0,74,44,74,12,0,0,42,4,74,15,0,0,74,72,74,13,74,30,74,23,42,55
Shinyanga,Msalala,Chela,BALOHA,S.2628,Government,0,0,97,39,97,15,0,0,28,20,97,2,0,0,97,14,97,2,97,49,97,29,28,62
Shinyanga,Msalala,Isaka,ISAKA,S.2255,Government,0,0,261,304,261,139,0,0,68,80,261,2,0,0,261,141,261,8,261,96,261,29,15,111
Shinyanga,Msalala,Jana,JANA,S.3551,Government,0,0,98,0,98,0,0,0,44,0,98,0,0,0,98,0,98,0,98,0,98,0,23,0
Shinyanga,Msalala,Lunguya,LUNGUYA,S.2629,Government,0,0,132,83,132,47,0,0,25,50,132,9,0,0,132,111,132,67,132,65,132,40,25,0
Shinyanga,Msalala,Mwakata,MWAKATA,S.5382,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinyanga,Msalala,Mwalugulu,MWALUGULU,S.3545,Government,0,0,98,55,98,28,0,0,20,20,98,11,0,0,98,35,98,20,98,23,98,45,12,25
Shinyanga,Msalala,Mwanase,MWAMANDI,S.2627,Non-Government,0,0,70,0,70,0,0,0,70,0,70,0,0,0,70,0,70,0,70,0,70,0,16,0
Shinyanga,Msalala,Ngaya,NGAYA,S.3688,Government,0,0,68,50,68,22,0,0,32,5,68,5,0,0,68,20,68,12,68,30,68,63,32,42
Shinyanga,Msalala,Ntobo,NTOBO,S.2256,Government,0,0,103,74,103,52,0,0,19,54,103,10,0,0,103,99,103,64,103,75,103,61,19,44
Shinyanga,Msalala,Segese,MWL NYERERE,S.917,Government,0,0,240,27,240,32,0,0,71,20,240,8,0,0,240,5,240,5,240,165,240,5,71,29
Shinyanga,Msalala,Segese,SEGESE,S.5099,Government,0,0,159,10,159,20,0,0,44,9,159,5,0,0,159,100,159,60,159,60,159,20,44,10
Shinyanga,Msalala,Segese,SHAMMAH,S.5066,Non-Government,0,0,15,6,15,4,0,0,15,4,15,4,0,0,15,12,15,4,15,4,15,12,6,4
Shinyanga,Msalala,Shilela,NYIKOBOKO,S.3553,Government,0,0,60,62,60,3,0,0,25,1,60,2,0,0,60,30,60,4,60,35,60,10,25,2
Shinyanga,Shinyanga,Bukene,USULE,S.2286,Government,0,0,127,111,127,41,0,0,67,44,127,5,0,0,127,13,127,15,127,19,127,9,18,57
Shinyanga,Shinyanga,Didia,DIDIA,S.2284,Government,0,0,112,2,112,1,0,0,30,2,112,1,0,0,112,2,112,2,112,2,112,2,8,1
Shinyanga,Shinyanga,Didia,DON BOSCO,S.753,Non-Government,200,200,200,200,200,200,0,0,200,200,200,200,0,0,200,200,200,200,200,200,200,200,200,200
Shinyanga,Shinyanga,Imesela,IMESELA,S.2285,Government,0,0,73,42,73,17,0,0,73,17,73,4,0,0,73,115,73,27,73,25,73,41,73,40
Shinyanga,Shinyanga,Iselamagazi,ISELAMAGAZI,S.1304,Government,0,0,160,21,160,14,0,0,44,1,160,0,0,0,160,52,160,13,160,0,160,3,53,1
Shinyanga,Shinyanga,Iselamagazi,ST. MARIA GORETTI,S.5427,Non-Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinyanga,Shinyanga,Itwangi,IMENYA,S.5561,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinyanga,Shinyanga,llola,ILOLA,S.2699,Government,0,0,49,17,49,20,0,0,49,21,49,1,0,0,49,34,49,13,49,10,49,34,49,25
Shinyanga,Shinyanga,Lyabukande,LYABUKANDE,S.2288,Government,0,0,103,44,103,11,0,0,27,18,103,1,0,0,103,44,103,44,103,38,103,11,27,38
Shinyanga,Shinyanga,Lyabusalu,LYABUSALU,S.2696,Government,0,0,145,91,145,23,0,0,26,31,84,2,0,0,84,29,84,8,84,6,84,11,26,49
Shinyanga,Shinyanga,Lyamidati,IHUGI,S.2704,Government,0,0,82,34,82,25,0,0,35,4,82,16,0,0,82,46,82,16,82,22,82,3,35,10
Shinyanga,Shinyanga,Masengwa,MASENGWA,S.2703,Government,0,0,72,74,72,73,0,0,37,19,72,1,0,0,72,98,72,45,72,40,72,73,37,22
Shinyanga,Shinyanga,Mwakitolyo,NG'WAKITOLYO,S.2693,Government,0,0,68,20,68,40,0,0,30,20,68,2,0,0,68,16,68,20,68,19,68,12,30,16
Shinyanga,Shinyanga,Mwalukwa,MWALUKWA,S.5205,Government,0,0,59,1,59,1,0,0,10,1,59,1,0,0,59,10,59,1,59,1,59,1,10,1
Shinyanga,Shinyanga,Mwamala,KASELYA,S.2697,Government,0,0,62,0,62,0,0,0,19,0,62,0,0,0,62,0,62,0,62,0,62,0,19,0
Shinyanga,Shinyanga,Mwantini,MWANTINI,S.2701,Government,0,0,47,36,47,30,0,0,16,15,47,4,0,0,47,15,47,16,47,16,47,16,15,2
Shinyanga,Shinyanga,Mwenge,GEMBE,S.2694,Government,0,0,76,1,76,4,0,0,76,6,76,1,0,0,76,16,76,9,76,17,76,2,27,4
Shinyanga,Shinyanga,Mwenge,ZUNZULI,S.376,Government,0,0,104,28,104,30,0,0,104,14,104,8,0,0,104,113,104,6,104,7,104,58,104,15
Shinyanga,Shinyanga,Nsalala,TINDE,S.2702,Government,0,0,62,2,62,2,0,0,21,2,62,1,0,0,62,30,62,2,62,1,62,33,21,1
Shinyanga,Shinyanga,Nyamalogo,MISHEPO,S.2705,Government,0,0,70,58,70,11,70,0,70,10,70,8,0,0,70,35,70,47,70,20,70,12,70,11
Shinyanga,Shinyanga,Nyida,ITWANGI,S.2700,Government,0,0,105,60,105,20,0,0,22,8,105,9,0,0,105,15,105,4,105,8,105,7,18,20
Shinyanga,Shinyanga,Pandagichiza,PANDAGI CHIZA,S.2287,Government,0,0,94,130,94,33,0,0,40,21,94,11,0,0,94,79,94,64,94,62,94,59,40,22
Shinyanga,Shinyanga,Salawe,SALAWE,S.2695,Government,0,0,128,15,128,2,0,0,62,2,134,2,0,0,134,12,134,23,134,12,134,1,50,1
Shinyanga,Shinyanga,Samuye,ISELA,S.2698,Government,0,0,73,19,73,19,0,0,28,27,73,4,0,0,73,35,73,35,73,28,73,3,28,19
Shinyanga,Shinyanga,Solwa,SOLWA,S.1746,Government,0,0,172,15,173,29,0,0,172,30,172,7,0,0,172,15,172,35,172,8,172,35,172,24
Shinyanga,Shinyanga,Tinde,KITULI,S.741,Government,0,0,119,208,119,170,0,0,52,92,119,14,0,0,119,118,119,61,119,62,119,20,52,145
Shinyanga,Shinyanga,Tinde,TINDE GIRLS,S.4465,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinyanga,Shinyanga,Usanda,SAMUYE,S.1051,Government,0,0,137,54,137,65,0,0,39,60,137,65,0,0,137,29,137,30,137,23,137,36,39,30
Shinyanga,Shinyanga,Usanda,SHINGITA,S.2706,Government,0,0,56,43,56,10,0,0,56,10,56,3,0,0,56,5,56,12,56,14,56,2,56,5
Shinyanga,Shinyanga,Usanda,USANDA,S.2707,Government,0,0,79,8,79,9,0,0,20,7,79,2,0,0,79,8,79,20,79,17,79,3,9,3
Shinyanga,Shinyanga MC,Chamaguha,CHAMAGUHA,S.2857,Government,0,0,153,28,153,32,0,0,49,42,153,6,0,0,153,48,153,28,153,18,153,40,49,54
Shinyanga,Shinyanga MC,Chibe,BISHOP NKOLA,S.4050,Non-Government,0,0,16,0,16,0,0,0,13,0,16,0,0,0,16,0,16,0,16,0,16,0,11,0
Shinyanga,Shinyanga MC,Chibe,MWANGULUMBI,S.5440,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinyanga,Shinyanga MC,Ibadakuli,ISTIQAAMA SHINYANGA ISLAMIC,S.4952,Non-Government,0,0,40,20,40,30,17,10,6,20,40,15,17,10,40,40,40,30,40,30,40,60,6,22
Shinyanga,Shinyanga MC,Ibadakuli,MHUMBU ISLAMIC SEMINARI,S.1382,Non-Government,0,0,20,1,20,1,0,0,7,2,20,1,0,0,20,1,20,1,20,1,20,1,4,1
Shinyanga,Shinyanga MC,Ibadakuli,RAJANI,S.1080,Government,0,0,178,38,178,32,0,3,178,22,178,8,0,7,178,56,178,54,178,18,178,26,178,23
Shinyanga,Shinyanga MC,Ibadakuli,SAVANNAH PLAINS,S.4996,Non-Government,0,0,35,30,35,30,15,20,16,20,35,40,22,20,35,30,35,35,35,40,35,42,15,30
Shinyanga,Shinyanga MC,Ibadakuli,UZOGOLE,S.2859,Government,0,0,54,35,54,15,0,0,13,11,54,11,0,0,54,17,54,14,54,14,54,2,10,2
Shinyanga,Shinyanga MC,Ibinzamata,BUHANGIJA,S.232,Non-Government,0,0,29,35,29,42,15,7,9,21,29,18,15,9,29,207,29,34,29,40,29,18,14,58
Shinyanga,Shinyanga MC,Ibinzamata,IBINZAMATA,S.2860,Government,0,0,174,38,174,13,33,0,36,0,174,1,33,0,174,6,174,10,174,41,174,4,36,4
Shinyanga,Shinyanga MC,Ibinzamata,LITTLE TREASURES,S.5062,Non-Government,0,0,37,10,37,9,1,0,36,4,37,6,1,0,37,10,37,10,37,6,37,7,36,6
Shinyanga,Shinyanga MC,Kambarage,MWASELE,S.2263,Government,0,0,180,153,180,115,0,3,65,121,180,18,0,15,180,124,180,116,180,4,180,190,65,120
Shinyanga,Shinyanga MC,Kitangili,BUSULWA,S.2855,Government,0,0,118,8,118,40,14,1,40,2,118,1,14,3,118,51,118,42,118,38,118,12,38,82
Shinyanga,Shinyanga MC,Kizumbi,KIZUMBI,S.1704,Government,0,0,134,30,134,50,0,15,57,40,134,25,0,15,134,42,134,25,134,42,134,30,57,30
Shinyanga,Shinyanga MC,Kolandoto,KOLANDOTO,S.2858,Government,0,0,118,12,118,12,0,0,0,8,118,1,0,0,118,15,118,14,118,10,118,3,0,6
Shinyanga,Shinyanga MC,Lubaga,HOPE EXTENDED EXCELLENCE,S.5373,Non-Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinyanga,Shinyanga MC,Masekelo,MASEKELO,S.3485,Government,0,0,164,44,164,21,0,0,59,15,164,5,0,1,164,49,164,60,164,44,164,9,59,23
Shinyanga,Shinyanga MC,Mjini,BULUBA,S.92,Non-Government,0,0,16,34,16,6,0,0,9,4,16,7,0,0,16,10,16,7,16,7,16,10,8,5
Shinyanga,Shinyanga MC,Mjini,TOWN,S.2856,Government,0,0,125,52,125,5,0,0,44,26,125,14,0,0,125,4,125,8,125,12,125,25,44,32
Shinyanga,Shinyanga MC,Mjini,UHURU,S.375,Government,0,0,208,147,208,195,52,11,94,94,208,40,52,8,208,123,208,99,208,60,208,123,94,178
Shinyanga,Shinyanga MC,Mwamalili,MWAMALILI,S.2863,Government,0,0,132,79,132,60,0,0,39,40,135,9,0,0,133,35,132,22,132,12,133,12,33,100
Shinyanga,Shinyanga MC,Mwawaza,MWAWAZA,S.2862,Government,0,0,40,26,40,25,0,0,40,27,40,1,0,0,40,30,40,3,40,3,40,13,9,15
Shinyanga,Shinyanga MC,Ndala,NDALA,S.2861,Government,0,0,104,59,104,64,44,3,60,18,104,2,44,2,104,18,104,43,104,9,104,4,60,20
Shinyanga,Shinyanga MC,Ndembezi,KOM,S.1887,Non-Government,0,0,143,176,143,213,13,60,116,135,143,111,13,60,143,326,143,130,143,185,143,120,104,150
Shinyanga,Shinyanga MC,Ndembezi,MAZINGE,S.3486,Government,0,0,186,73,186,73,0,0,66,21,186,5,0,2,186,78,186,8,186,15,186,67,66,23
Shinyanga,Shinyanga MC,Ngokolo,NGOKOLO,S.2264,Government,0,0,258,130,258,73,10,0,104,30,258,12,10,0,258,195,258,95,258,67,258,79,47,60
Shinyanga,Shinyanga MC,Ngokolo,ST. FRANCIS OF ASSIS,S.4709,Non-Government,0,0,37,60,37,52,0,0,37,65,37,60,0,0,37,82,37,68,37,68,37,60,26,65
Shinyanga,Shinyanga MC,Old Shinyanga,OLD SHINYANGA,S.1303,Government,0,0,167,40,167,58,58,8,57,12,167,27,58,28,167,87,167,54,168,46,167,42,44,45
Shinyanga,Ushetu,Bulungwa,BULUNGWA,S.1696,Government,0,0,177,41,177,41,0,0,74,41,177,4,0,0,177,45,177,16,177,33,177,61,74,46
Shinyanga,Ushetu,Chambo,CHAMBO,S.3690,Government,25,0,90,40,90,17,0,0,24,4,90,5,0,0,90,13,90,33,90,38,90,40,12,8
Shinyanga,Ushetu,Chona,CHONA,S.3229,Government,0,0,70,50,70,70,0,0,25,46,70,30,0,0,70,25,70,52,70,52,70,39,16,31
Shinyanga,Ushetu,Idahina,IDAHINA,S.3225,Government,0,0,106,57,106,5,0,0,35,48,106,1,0,0,106,34,106,17,106,30,106,9,35,53
Shinyanga,Ushetu,Igunda,IGUNDA,S.4938,Government,0,0,57,0,57,0,0,0,7,2,57,1,0,0,57,1,57,1,57,1,57,2,8,1
Shinyanga,Ushetu,Igwamanoni,IGWAMANONI,S.2630,Government,0,0,72,5,72,2,0,0,37,4,72,3,0,0,72,6,72,5,72,10,72,20,72,0
Shinyanga,Ushetu,Kinamapula,KINAMAPULA,S.3548,Government,0,0,93,14,93,17,9,1,26,14,93,1,9,1,93,19,93,10,93,10,93,20,22,8
Shinyanga,Ushetu,Kisuke,KISUKE,S.2625,Government,34,2,164,28,164,10,0,2,69,15,164,10,0,8,164,29,164,6,164,10,164,20,40,14
Shinyanga,Ushetu,Mpunze,MPUNZE,S.2257,Government,0,0,124,180,124,6,0,0,20,5,124,5,0,0,124,20,124,5,124,5,124,20,12,34
Shinyanga,Ushetu,Nyankende,NYANKENDE,S.4939,Government,8,1,69,5,69,10,0,0,30,8,69,13,0,0,69,30,69,30,69,33,69,17,30,7
Shinyanga,Ushetu,Sabasabini,SABASABINI,S.4940,Government,0,0,30,10,30,8,0,0,30,5,30,2,0,0,30,24,30,2,30,31,30,8,30,10
Shinyanga,Ushetu,Ukune,DAKAMA,S.1038,Government,0,0,81,44,81,138,18,2,20,32,81,14,18,1,81,116,81,20,81,71,81,87,18,81
Shinyanga,Ushetu,Ukune,UKUNE,S.3689,Government,0,0,42,25,42,18,0,0,26,10,42,6,0,0,42,10,42,10,42,33,42,17,19,3
Shinyanga,Ushetu,Ulewe,ULEWE,S.3549,Government,0,0,106,8,106,4,0,0,56,1,106,1,0,0,106,52,106,4,106,2,106,2,33,2
Shinyanga,Ushetu,Ulowa,ULOWA,S.3228,Government,0,0,172,77,172,62,0,0,59,55,172,39,0,0,172,22,172,2,172,20,172,82,59,40
Shinyanga,Ushetu,Ushetu,MWELI,S.742,Government,0,0,78,38,78,11,0,0,23,3,78,3,0,0,78,42,78,4,78,10,78,34,9,4
Shinyanga,Ushetu,Ushetu,USHETU,S.4040,Government,0,0,97,70,97,20,0,0,51,20,97,1,0,0,97,1,97,1,97,30,97,1,51,60
Shinyanga,Ushetu,Uyogo,UYOGO,S.3226,Government,31,0,84,344,84,90,0,0,41,131,84,101,0,0,84,183,84,233,84,226,84,160,26,240
Simiyu,Bariadi,Banemhi,BANEMHI,S.3507,Government,0,0,46,4,46,2,0,0,22,1,46,1,0,0,46,40,46,24,46,8,46,13,22,3
Simiyu,Bariadi,Banemhi,KILABELA,S.2933,Government,0,0,46,1,46,13,0,0,22,2,46,1,0,0,46,10,46,20,46,9,46,1,14,1
Simiyu,Bariadi,Dutwa,DUTWA,S.700,Government,0,0,180,61,180,98,0,0,79,97,180,9,0,0,180,22,180,34,180,53,180,42,66,52
Simiyu,Bariadi,Dutwa,IGAGANULWA,S.2930,Government,0,0,101,26,101,0,0,0,30,0,101,1,0,0,101,49,101,22,101,22,101,1,19,1
Simiyu,Bariadi,Gambosi,GAMBOSI,S.5234,Government,0,0,35,1,35,1,0,0,12,1,35,1,0,0,35,1,35,1,35,1,35,1,10,1
Simiyu,Bariadi,Gilya,IKINABUSHU,S.2931,Government,0,0,56,18,56,3,0,0,13,2,56,1,0,0,56,10,56,13,56,13,56,1,13,3
Simiyu,Bariadi,Gilya,NYAWA,S.3510,Government,0,0,115,20,115,7,0,0,46,1,115,1,0,0,115,20,115,23,115,26,115,1,37,1
Simiyu,Bariadi,Ikungulyabashashi,IKUNGULYABASHASHI,S.2932,Government,0,0,54,12,54,18,0,0,17,10,54,1,0,0,54,46,54,30,54,29,54,24,17,10
Simiyu,Bariadi,Itubukilo,ITUBUKILO,S.2917,Government,0,0,34,7,34,3,0,0,34,3,34,2,0,0,34,16,34,16,34,16,34,1,34,2
Simiyu,Bariadi,Kasoli,MWAMLAPA,S.2915,Government,0,0,86,17,86,25,0,0,27,6,86,1,0,0,86,47,86,27,86,44,86,8,20,10
Simiyu,Bariadi,Kilalo,KASOLI,S.3509,Government,0,0,110,45,110,9,0,0,50,1,110,1,0,0,110,24,110,24,110,24,110,3,50,3
Simiyu,Bariadi,Masewa,MASEWA,S.5456,Government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simiyu,Bariadi,Matongo,MWANTIMBA,S.3385,Government,0,0,238,160,238,119,0,0,70,48,238,47,0,0,238,60,238,62,238,10,238,42,50,0
Simiyu,Bariadi,Mwadobana,BYUNA,S.2934,Government,0,0,69,21,69,13,0,0,69,7,69,2,0,0,69,23,69,23,69,16,69,1,14,6
Simiyu,Bariadi,Mwadobana,MWADOBANA,S.2271,Government,0,0,37,35,37,30,0,0,37,50,37,2,0,0,37,17,37,19,37,17,37,1,37,40
Simiyu,Bariadi,Mwasubuya,MISWAKI,S.2920,Government,0,0,98,35,98,18,0,0,28,8,98,1,0,0,98,45,98,37,98,36,98,1,28,4
